region_code,province,district,year_month,mbg_beneficiaries,mbg_satpen,sppg_operational_count,sppg_density_per_100k_beneficiaries,nutrition_need,nutrition_need_source,poverty_rate,poverty_rate_filled,ikp,ikp_group,food_security_class,food_vulnerability,price_stress,education_exposure,condition_rate_per_1000,allergy_intolerance_rate_per_1000,beneficiaries_per_satpen,support_reach,need_pressure,coverage_gap,socioeconomic_stress,reference_priority_score,priority_label,is_java,is_eastern_indonesia,data_density_group,data_completeness
370200,Papua Selatan,Kab. Boven Digoel,2026-05,508,2,1,196.8503937007874,0.06611626637554587,mbg_condition_plus_food_vulnerability_proxy,21.96,21.96,,,,0.2203875545851529,0.3618449673488329,508,0.0,0.0,254.0,0.25488139461820825,0.2376277186183741,0.6867106487668746,0.5829700668410346,0.34443362473378714,1,0,1,lower-data,0.5
250100,Papua,Kab. Jayapura,2026-05,4274,28,0,0.0,0.12301880980835304,mbg_condition_plus_food_vulnerability_proxy,13.03,13.03,66.89,4.0,Agak Tahan,0.402292576419214,0.5483230932828003,4274,17.080018717828732,16.144127281235377,152.64285714285714,0.4194010141808093,0.27545441479540383,0.5770307641235065,0.32345248474280724,0.3437068171232041,1,0,1,higher-data,0.75
131100,Kalimantan Barat,Kab. Melawi,2026-05,4400,23,21,477.2727272727273,0.15094913875167118,mbg_condition_plus_food_vulnerability_proxy,10.51,10.51,59.56,3.0,Agak Rentan,0.5023198689956332,0.53359299465519,4400,1.8181818181818181,1.8181818181818181,191.30434782608697,0.5284647712134636,0.29690997113175516,0.5011870856495289,0.2502179598953792,0.3428052874916601,1,0,0,higher-data,0.75
340100,Kalimantan Utara,Kab. Malinau,2026-05,0,2,4,0.0,0.0888373362445415,mbg_condition_plus_food_vulnerability_proxy,5.56,5.56,74.67,5.0,Tahan,0.29612445414847166,0.6738283678670767,0,0.0,0.0,0.0,0.08302663383568204,0.2026636374228841,0.8052188775190444,0.10636442894507409,0.34126876063015993,1,0,0,higher-data,0.75
300500,Gorontalo,Kab. Gorontalo Utara,2026-05,0,12,5,0.0,0.07160207423580789,mbg_condition_plus_food_vulnerability_proxy,15.89,15.89,78.88,6.0,Sangat Tahan,0.2386735807860263,0.43030483820908494,0,0.0,0.0,0.0,0.16779700471838985,0.21623338405968087,0.7435794737927531,0.40656785818076135,0.34119073122549476,1,0,1,higher-data,0.75
76200,Sumatera Utara,Kota Tebing Tinggi,2026-05,0,1,25,0.0,0.07802947598253275,mbg_condition_plus_food_vulnerability_proxy,8.74,8.74,77.31,6.0,Sangat Tahan,0.26009825327510916,0.7381077799284579,0,0.0,0.0,0.0,0.12452536291780471,0.21370449042093803,0.7788510564433874,0.19877942458587616,0.34076503404405944,1,0,0,higher-data,0.75
210300,Maluku,Kab. Buru,2026-05,0,1,8,0.0,0.06615720524017471,mbg_condition_plus_food_vulnerability_proxy,15.11,15.11,80.21,6.0,Sangat Tahan,0.22052401746724903,0.30247087536912587,0,0.0,0.0,0.0,0.08397853922120609,0.19192884007406735,0.7951015309971485,0.3839000290613193,0.3387437562044523,1,0,1,higher-data,0.75
242200,Nusa Tenggara Timur,Kab. Malaka,2026-05,238,1,13,5462.18487394958,0.10066866812227077,mbg_condition_plus_food_vulnerability_proxy,13.52,13.52,71.78,5.0,Tahan,0.3355622270742359,0.3603880469168942,238,0.0,0.0,238.0,0.28264752502749146,0.2327687683634539,0.6584666475384845,0.3376925312409183,0.3356364231742455,1,0,1,higher-data,0.75
61600,Aceh,Kab. Aceh Jaya,2026-05,0,3,12,0.0,0.06828602620087339,mbg_condition_plus_food_vulnerability_proxy,10.37,10.37,79.69,6.0,Sangat Tahan,0.22762008733624461,0.7407043415714181,0,0.0,0.0,0.0,0.13481059592317787,0.2109340428179226,0.7675485661005701,0.24614937518163318,0.33526889151851297,1,0,0,higher-data,0.75
241100,Nusa Tenggara Timur,Kab. Manggarai,2026-05,238,1,29,12184.87394957983,0.08466157205240175,mbg_condition_plus_food_vulnerability_proxy,18.1,18.1,75.69,6.0,Sangat Tahan,0.2822052401746725,0.3603880469168942,238,0.0,0.0,238.0,0.3117767314422796,0.23884649696277443,0.6385106518909203,0.4707933740191805,0.334338669674727,1,0,1,higher-data,0.75
191800,Sulawesi Selatan,Kab. Tana Toraja,2026-05,0,6,17,0.0,0.07978984716157209,mbg_condition_plus_food_vulnerability_proxy,10.54,10.54,76.88,6.0,Sangat Tahan,0.2659661572052403,0.6338163887252732,0,0.0,0.0,0.0,0.17694083704761088,0.21599656929192407,0.7354585127794416,0.2510897994768962,0.3343385955002568,1,0,1,higher-data,0.75
66000,Aceh,Kota Sabang,2026-05,1232,5,3,243.5064935064935,0.09262506930026787,mbg_condition_plus_food_vulnerability_proxy,12.75,12.75,73.8,6.0,Sangat Tahan,0.30799672489082974,0.7407043415714181,1232,1.6233766233766236,1.6233766233766236,246.4,0.3475192261897564,0.2558139596280328,0.6222568367769833,0.31531531531531526,0.33391484280337375,1,0,0,higher-data,0.75
121300,Lampung,Kab. Pesisir Barat,2026-05,0,5,17,0.0,0.08433406113537119,mbg_condition_plus_food_vulnerability_proxy,12.13,12.13,75.77,6.0,Sangat Tahan,0.281113537117904,0.3162695098693987,0,0.0,0.0,0.0,0.1687617969845684,0.19931512223679237,0.728097856847261,0.29729729729729726,0.3281721631208405,1,0,0,higher-data,0.75
70800,Sumatera Utara,Kab. Tapanuli Utara,2026-05,106,16,34,32075.471698113204,0.20731118081368688,mbg_condition_plus_food_vulnerability_proxy,7.47,7.47,78.14,6.0,Sangat Tahan,0.24877183406113546,0.7381077799284579,106,952.8301886792453,952.8301886792453,6.625,0.40454231160331244,0.26166807766795336,0.5779591263059676,0.16187154896832315,0.32798918301518076,1,0,0,higher-data,0.75
60500,Aceh,Kab. Aceh Tengah,2026-05,744,32,25,3360.2150537634407,0.11832404578377624,mbg_condition_plus_food_vulnerability_proxy,12.29,12.29,69.08,5.0,Tahan,0.3724072052401748,0.7407043415714181,744,48.387096774193544,45.6989247311828,23.25,0.49278830545630037,0.28080747774962905,0.5181325548575669,0.30194710839872124,0.3277552791251275,1,0,0,higher-data,0.75
310200,Kepulauan Riau,Kab. Karimun,2026-05,416,2,29,6971.153846153847,0.14595656930794032,mbg_condition_plus_food_vulnerability_proxy,5.16,5.16,62.68,4.0,Agak Tahan,0.4597434497816594,0.37860755008185537,416,57.69230769230769,57.69230769230769,208.0,0.3517663522580309,0.23742505388047633,0.6026604987022184,0.0947399011915141,0.3268399765724854,1,0,0,higher-data,0.75
192700,Sulawesi Selatan,Kab. Toraja Utara,2026-05,0,1,20,0.0,0.0659934497816594,mbg_condition_plus_food_vulnerability_proxy,10.05,10.05,80.25,6.0,Sangat Tahan,0.21997816593886466,0.6338163887252732,0,0.0,0.0,0.0,0.11636250094023734,0.1954431833547473,0.7701086873923016,0.23684975297878522,0.3268387948425106,0,0,1,higher-data,0.75
71100,Sumatera Utara,Kab. Nias,2026-05,3732,9,14,375.1339764201501,0.09913425223798378,mbg_condition_plus_food_vulnerability_proxy,14.51,14.51,72.41,5.0,Tahan,0.3269650655021835,0.7381077799284579,3732,7.502679528403001,7.502679528403001,414.6666666666667,0.461911165419549,0.2734551053616802,0.5384982843161119,0.3664632374309793,0.32658944707382875,0,0,0,higher-data,0.75
140400,Kalimantan Tengah,Kab. Kotawaringin Timur,2026-05,0,9,7,0.0,0.09555131004366814,mbg_condition_plus_food_vulnerability_proxy,5.83,5.83,73.03,5.0,Tahan,0.31850436681222716,0.57347879054882,0,0.0,0.0,0.0,0.1648715781956479,0.20281425731333488,0.7344949266905899,0.1142109851787271,0.32657315085462685,0,0,0,higher-data,0.75
90400,Riau,Kab. Indragiri Hulu,2026-05,2734,8,31,1133.8697878566204,0.1537945229020755,mbg_condition_plus_food_vulnerability_proxy,5.83,5.83,60.71,4.0,Agak Tahan,0.48662663755458513,0.5440832473204035,2734,56.32772494513534,55.596196049743966,341.75,0.4749540258950248,0.26811471646236607,0.5225836411228137,0.1142109851787271,0.32613513095017616,0,0,0,higher-data,0.75
286200,Banten,Kota Serang,2026-05,0,4,98,0.0,0.09997270742358078,mbg_condition_plus_food_vulnerability_proxy,5.51,5.51,71.95,6.0,Sangat Tahan,0.3332423580786026,0.6810511389562137,0,0.0,0.0,0.0,0.2242439957483874,0.2173856943510592,0.6957100739656881,0.1049113629758791,0.32535569909958834,0,1,0,higher-data,0.75
90900,Riau,Kab. Rokan Hulu,2026-05,10234,20,54,527.6529216337698,0.15354289493843173,mbg_condition_plus_food_vulnerability_proxy,8.71,8.71,58.88,3.0,Agak Rentan,0.5115993449781658,0.5440832473204035,10234,0.48856752003126835,0.39085401602501463,511.7,0.5844151998555613,0.29098398069974796,0.4476197803507275,0.1979075850043592,0.32485512742844025,0,0,0,higher-data,0.75
270500,Maluku Utara,Kab. Halmahera Selatan,2026-05,12126,50,19,156.68810819726207,0.18420193585526476,mbg_condition_plus_food_vulnerability_proxy,4.81,4.81,52.69,3.0,Agak Rentan,0.5960698689956332,0.3758300298549407,12126,46.09929078014184,25.564901863763815,242.52,0.5984610039180263,0.2864050292507013,0.4314960618238712,0.08456843940714907,0.32303543420825653,0,0,1,higher-data,0.75
310100,Kepulauan Riau,Kab. Bintan,2026-05,274,13,19,6934.306569343065,0.14869983070345447,mbg_condition_plus_food_vulnerability_proxy,4.77,4.77,60.42,4.0,Agak Tahan,0.49058406113537123,0.37860755008185537,274,10.948905109489052,10.948905109489052,21.076923076923077,0.4041845456354256,0.24410289143494146,0.563062415272273,0.08340598663179306,0.32236863229021323,0,0,0,higher-data,0.75
300300,Gorontalo,Kab. Pohuwato,2026-05,0,9,8,0.0,0.06001637554585157,mbg_condition_plus_food_vulnerability_proxy,15.24,15.24,81.71,6.0,Sangat Tahan,0.20005458515283858,0.43030483820908494,0,0.0,0.0,0.0,0.16937327883266423,0.19758709922099663,0.7260725138625285,0.38767800058122637,0.3222017189348861,0,0,1,higher-data,0.75
72500,Sumatera Utara,Kab. Labuhanbatu Utara,2026-05,0,1,38,0.0,0.06578875545851531,mbg_condition_plus_food_vulnerability_proxy,,8.71,80.3,6.0,Sangat Tahan,0.21929585152838438,0.7381077799284579,0,0.0,0.0,0.0,0.14002235300034446,0.19782119783214563,0.751684694728034,0.1979075850043592,0.32139793514524245,0,0,0,lower-data,0.5
61800,Aceh,Kab. Gayo Lues,2026-05,2358,7,17,720.949957591179,0.08194656444636349,mbg_condition_plus_food_vulnerability_proxy,16.77,16.77,77.06,6.0,Sangat Tahan,0.263509825327511,0.7407043415714181,2358,20.780322307039864,20.780322307039864,336.85714285714283,0.44180494717665003,0.2632522083376018,0.5470717318287309,0.43214181923859335,0.320007685543272,0,0,0,higher-data,0.75
91500,Riau,Kab. Kepulauan Meranti,2026-05,14284,73,23,161.01932231867823,0.10935166178392403,mbg_condition_plus_food_vulnerability_proxy,20.51,20.51,71.15,5.0,Tahan,0.34415938864628814,0.5440832473204035,14284,45.715485858303,40.53486418370204,195.67123287671234,0.6306161980273759,0.2978226504432541,0.41354324690321753,0.5408311537343796,0.3188196065056126,0,0,0,higher-data,0.75
171100,Sulawesi Utara,Kab. Bolaang Mongondow Timur,2026-05,0,2,3,0.0,0.08658569868995634,mbg_condition_plus_food_vulnerability_proxy,5.32,5.32,75.22,5.0,Tahan,0.2886189956331878,0.3808014740516021,0,0.0,0.0,0.0,0.07449802475798917,0.16907640318252515,0.7835252655656902,0.0993897122929381,0.31785864060606567,0,0,1,higher-data,0.75
270600,Maluku Utara,Kab. Halmahera Timur,2026-05,0,2,7,0.0,0.06853165938864633,mbg_condition_plus_food_vulnerability_proxy,10.54,10.54,79.63,6.0,Sangat Tahan,0.22843886462882113,0.3758300298549407,0,0.0,0.0,0.0,0.10099030428605242,0.17574992576296947,0.7663678828350511,0.2510897994768962,0.3177207958348347,0,0,1,higher-data,0.75
90100,Riau,Kab. Kampar,2026-05,2934,14,117,3987.730061349693,0.15707569678661315,mbg_condition_plus_food_vulnerability_proxy,6.29,6.29,59.69,4.0,Agak Tahan,0.5005458515283844,0.5440832473204035,2934,49.76141785957737,49.42058623040218,209.57142857142858,0.5542759456070261,0.2757446895871766,0.4605188925842453,0.12757919209532112,0.31655642850737115,0,0,0,higher-data,0.75
72800,Sumatera Utara,Kab. Nias Utara,2026-05,28734,127,14,48.72276745319134,0.09986133482094128,mbg_condition_plus_food_vulnerability_proxy,20.79,20.79,73.17,5.0,Tahan,0.3165938864628821,0.7381077799284579,28734,35.358808380316,34.558362915013575,226.251968503937,0.6649258729643002,0.3076905149103642,0.39238362029450996,0.5489683231618715,0.31561678702423696,0,0,0,higher-data,0.75
180200,Sulawesi Tengah,Kab. Donggala,2026-05,602,5,22,3654.4850498338874,0.12034403398630249,mbg_condition_plus_food_vulnerability_proxy,14.66,14.66,73.97,5.0,Tahan,0.30567685589519655,0.30051186291908305,602,209.30232558139537,199.33554817275748,120.4,0.3906313403709999,0.23478970262725643,0.5667330584576544,0.37082243533856435,0.31558800613539756,0,0,1,higher-data,0.75
201600,Sulawesi Tenggara,Kab. Buton Tengah,2026-05,2004,14,16,798.4031936127744,0.12259130315651108,mbg_condition_plus_food_vulnerability_proxy,13.4,13.4,67.07,4.0,Agak Tahan,0.3998362445414849,0.2832008256018625,2004,18.962075848303396,18.962075848303396,143.14285714285714,0.46757649058555495,0.25028626469895754,0.5135361325449509,0.3342051729148503,0.31554905536663425,0,0,1,higher-data,0.75
66300,Aceh,Kota Langsa,2026-05,0,15,27,0.0,0.07500000000000002,mbg_condition_plus_food_vulnerability_proxy,8.59,8.59,78.05,6.0,Sangat Tahan,0.2500000000000001,0.7407043415714181,0,0.0,0.0,0.0,0.2376903279860701,0.20920447949280008,0.6769867956071742,0.19442022667829115,0.3116949499821081,0,0,0,higher-data,0.75
360100,Papua Tengah,Kab. Nabire,2026-05,8402,14,14,166.6269935729588,0.06999439246679591,mbg_condition_plus_food_vulnerability_proxy,22.65,22.65,,,,0.2203875545851529,0.5978246850429408,8402,27.850511782908832,27.850511782908832,600.1428571428571,0.510356914788664,0.26698130920382557,0.4909536444333271,0.6030223772159256,0.3116585502232768,0,0,1,lower-data,0.5
110600,Sumatera Selatan,Kab. Musi Rawas,2026-05,218,16,51,23394.495412844037,0.18048125173893437,mbg_condition_plus_food_vulnerability_proxy,12.67,12.67,77.66,6.0,Sangat Tahan,0.2553220524017469,0.33332333369652245,218,747.7064220183486,743.1192660550458,13.625,0.4434480351273607,0.2409774917055301,0.5263657446475957,0.3129904097646033,0.30943901290039194,0,0,0,higher-data,0.75
100100,Jambi,Kab. Batanghari,2026-05,216,8,13,6018.518518518518,0.10054528745643665,mbg_condition_plus_food_vulnerability_proxy,,8.71,74.13,5.0,Tahan,0.3034934497816595,0.7114834230017475,216,83.33333333333333,41.666666666666664,27.0,0.3592466161164535,0.23184860110185795,0.5913571114545065,0.1979075850043592,0.30898912733045264,0,0,0,lower-data,0.5
71000,Sumatera Utara,Kab. Tapanuli Selatan,2026-05,0,13,14,0.0,0.07811135371179039,mbg_condition_plus_food_vulnerability_proxy,6.16,6.16,77.29,6.0,Sangat Tahan,0.2603711790393013,0.7381077799284579,0,0.0,0.0,0.0,0.2067499685762004,0.19881392603805959,0.6947770579704695,0.12380122057541411,0.3085830461823393,0,0,0,higher-data,0.75
71500,Sumatera Utara,Kab. Mandailing Natal,2026-05,868,5,33,3801.8433179723506,0.10574508733624455,mbg_condition_plus_food_vulnerability_proxy,7.91,7.91,70.54,5.0,Tahan,0.3524836244541485,0.7381077799284579,868,0.0,0.0,173.6,0.417700060498497,0.24444867930714081,0.5516611933370311,0.17465852949723915,0.30852697221378184,0,0,0,higher-data,0.75
300200,Gorontalo,Kab. Gorontalo,2026-05,0,27,36,0.0,0.06906386462882098,mbg_condition_plus_food_vulnerability_proxy,14.89,14.89,79.5,6.0,Sangat Tahan,0.23021288209606994,0.43030483820908494,0,0.0,0.0,0.0,0.27803533811586645,0.20716375118726768,0.6402928526632365,0.37750653879686136,0.30842936493509393,0,0,1,higher-data,0.75
180600,Sulawesi Tengah,Kab. Tolitoli,2026-05,146,7,0,0.0,0.14486067434545002,mbg_condition_plus_food_vulnerability_proxy,,8.71,79.39,6.0,Sangat Tahan,0.23171397379912673,0.30051186291908305,146,541.095890410959,541.095890410959,20.857142857142858,0.2392040572572287,0.19274850019801434,0.6614301606356257,0.1979075850043592,0.3071133018362473,0,0,1,lower-data,0.5
260100,Bengkulu,Kab. Bengkulu Utara,2026-05,458,3,33,7205.240174672489,0.09722980349344978,mbg_condition_plus_food_vulnerability_proxy,10.07,10.07,72.62,5.0,Tahan,0.32409934497816595,0.5703232192515943,458,0.0,0.0,152.66666666666666,0.37499953299005606,0.22929676561504597,0.5755104242547356,0.2374309793664632,0.30685871414957366,0,0,0,higher-data,0.75
52000,Jawa Timur,Kab. Probolinggo,2026-05,254,3,113,44488.188976377955,0.09067958515283844,mbg_condition_plus_food_vulnerability_proxy,16.31,16.31,74.22,5.0,Tahan,0.30226528384279483,0.2556839973338641,254,0.0,0.0,84.66666666666667,0.40172928593726337,0.2256952564772623,0.5492522147378145,0.41877361232199933,0.30510420697149915,0,1,0,higher-data,0.75
201400,Sulawesi Tenggara,Kab. Buton Selatan,2026-05,1660,20,9,542.1686746987951,0.11467901611492175,mbg_condition_plus_food_vulnerability_proxy,13.64,13.64,70.01,5.0,Tahan,0.3597161572052402,0.2832008256018625,1660,48.795180722891565,48.19277108433735,83.0,0.4589007339730597,0.23809065702660837,0.5104889468940863,0.3411798895669863,0.30504014851993333,0,0,1,higher-data,0.75
110900,Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,2026-05,0,11,24,0.0,0.08597161572052403,mbg_condition_plus_food_vulnerability_proxy,9.17,9.17,75.37,5.0,Tahan,0.28657205240174677,0.33332333369652245,0,0.0,0.0,0.0,0.21809482703637428,0.1859177319285154,0.6737912303612275,0.21127579192095317,0.30420981904580874,0,0,0,higher-data,0.75
60200,Aceh,Kab. Pidie,2026-05,3084,11,56,1815.8236057068743,0.08076065447739023,mbg_condition_plus_food_vulnerability_proxy,16.46,16.46,76.69,6.0,Sangat Tahan,0.26855895196506563,0.7407043415714181,3084,1.6212710765239948,0.9727626459143969,280.3636363636364,0.5162803748985619,0.2621790287091507,0.4816682166384057,0.4231328102295844,0.3029002122327097,0,0,0,higher-data,0.75
210100,Maluku,Kab. Maluku Tengah,2026-05,2440,15,26,1065.5737704918033,0.1003601460862974,mbg_condition_plus_food_vulnerability_proxy,16.71,16.71,71.92,5.0,Tahan,0.33365174672489084,0.30247087536912587,2440,2.0491803278688527,1.639344262295082,162.66666666666666,0.4952136652816125,0.244901717972081,0.4849487537110883,0.4303981400755594,0.30277685368274454,0,0,1,higher-data,0.75
290300,Kepulauan Bangka Belitung,Kab. Bangka Tengah,2026-05,11834,40,15,126.75342234240324,0.14978646148385294,mbg_condition_plus_food_vulnerability_proxy,6.7,6.7,60.38,4.0,Agak Tahan,0.4911299126637554,0.45945259488341395,11834,17.57647456481325,17.57647456481325,295.85,0.5775431116374916,0.2640305119305581,0.43023504059203255,0.13949433304272016,0.30210678390068646,0,0,0,higher-data,0.75
201300,Sulawesi Tenggara,Kab. Muna Barat,2026-05,0,21,14,0.0,0.0708651746724891,mbg_condition_plus_food_vulnerability_proxy,12.83,12.83,79.06,6.0,Sangat Tahan,0.23621724890829698,0.2832008256018625,0,0.0,0.0,0.0,0.23073172745742193,0.18279176756308604,0.6601450917669807,0.3176402208660273,0.298888608268773,0,0,1,higher-data,0.75
140300,Kalimantan Tengah,Kab. Barito Utara,2026-05,0,1,6,0.0,0.06026200873362446,mbg_condition_plus_food_vulnerability_proxy,5.52,5.52,81.65,6.0,Sangat Tahan,0.20087336244541487,0.57347879054882,0,0.0,0.0,0.0,0.07437323132963429,0.15572451883031035,0.7720743828492092,0.10520197616971809,0.2987392072110525,0,0,0,higher-data,0.75
200900,Sulawesi Tenggara,Kab. Konawe Utara,2026-05,0,18,6,0.0,0.06820414847161578,mbg_condition_plus_food_vulnerability_proxy,11.89,11.89,79.71,6.0,Sangat Tahan,0.2273471615720526,0.2832008256018625,0,0.0,0.0,0.0,0.19382392616299876,0.17391325589445877,0.684410450641342,0.29032258064516125,0.29815192531667883,0,0,1,higher-data,0.75
241000,Nusa Tenggara Timur,Kab. Ngada,2026-05,0,3,11,0.0,0.05588155021834063,mbg_condition_plus_food_vulnerability_proxy,11.22,11.22,82.72,6.0,Sangat Tahan,0.18627183406113546,0.3603880469168942,0,0.0,0.0,0.0,0.131751341200166,0.16192376013681625,0.7277681007753697,0.2708514966579483,0.2974020614270257,0,0,1,higher-data,0.75
170600,Sulawesi Utara,Kab. Minahasa Utara,2026-05,0,1,14,0.0,0.07197052401746724,mbg_condition_plus_food_vulnerability_proxy,6.05,6.05,78.79,6.0,Sangat Tahan,0.23990174672489084,0.3808014740516021,0,0.0,0.0,0.0,0.10350243774442244,0.1545632149828802,0.7458514527709597,0.12060447544318512,0.2967636409628895,0,0,1,higher-data,0.75
196200,Sulawesi Selatan,Kota Palopo,2026-05,0,1,18,0.0,0.05453056768558956,mbg_condition_plus_food_vulnerability_proxy,7.18,7.18,83.05,6.0,Sangat Tahan,0.1817685589519652,0.6338163887252732,0,0.0,0.0,0.0,0.11253728310109817,0.16405128733843236,0.7462438178978006,0.1534437663469921,0.296707749343112,0,0,1,higher-data,0.75
62000,Aceh,Kab. Pidie Jaya,2026-05,2104,19,20,950.5703422053232,0.07700719510451433,mbg_condition_plus_food_vulnerability_proxy,16.12,16.12,78.95,6.0,Sangat Tahan,0.23771834061135377,0.7407043415714181,2104,40.8745247148289,40.8745247148289,110.73684210526316,0.4925323958354817,0.25080364943482336,0.49237935409822314,0.41325196163905836,0.29661403625783617,0,0,0,higher-data,0.75
290600,Kepulauan Bangka Belitung,Kab. Belitung Timur,2026-05,9116,44,11,120.66695919262834,0.1414540382302738,mbg_condition_plus_food_vulnerability_proxy,6.69,6.69,62.02,4.0,Agak Tahan,0.4687499999999999,0.45945259488341395,9116,6.033347959631417,5.813953488372093,207.1818181818182,0.5628262662695641,0.25462782066174083,0.4348355801722399,0.13920371984888116,0.29582099614515867,0,0,0,higher-data,0.75
60300,Aceh,Kab. Aceh Utara,2026-05,2198,21,79,3594.17652411283,0.10986719139504472,mbg_condition_plus_food_vulnerability_proxy,14.27,14.27,77.12,6.0,Sangat Tahan,0.2626910480349345,0.7407043415714181,2198,223.38489535941767,222.47497725204732,104.66666666666667,0.5501593434499977,0.2610811364494142,0.4513882455362989,0.3594885207788433,0.29479728317472464,0,0,0,higher-data,0.75
330600,Sulawesi Barat,Kab. Mamuju Tengah,2026-05,0,2,18,0.0,0.07401746724890829,mbg_condition_plus_food_vulnerability_proxy,7.22,7.22,78.29,6.0,Sangat Tahan,0.2467248908296943,0.3102193942975158,0,0.0,0.0,0.0,0.1340507488029608,0.15693226622365353,0.7214562625459944,0.15460621912234815,0.2943170599227834,0,0,1,higher-data,0.75
276100,Maluku Utara,Kota Tidore Kepulauan,2026-05,1890,35,9,476.19047619047626,0.13699586821135573,mbg_condition_plus_food_vulnerability_proxy,6.54,6.54,64.68,5.0,Tahan,0.43245087336244536,0.3758300298549407,1890,52.910052910052904,50.79365079365079,54.0,0.4918039141478364,0.2343127664094747,0.47873361671824044,0.13484452194129615,0.29314031250996514,0,0,1,higher-data,0.75
290200,Kepulauan Bangka Belitung,Kab. Belitung,2026-05,13836,28,14,101.18531367447238,0.14006611511243008,mbg_condition_plus_food_vulnerability_proxy,6.44,6.44,62.34,4.0,Agak Tahan,0.46438318777292575,0.45945259488341395,13836,5.420641803989592,5.348366579936398,494.14285714285717,0.5618910677918553,0.2514584862327476,0.43290145656954476,0.13193839000290614,0.2928885302309285,0,0,0,higher-data,0.75
180900,Sulawesi Tengah,Kab. Tojo Una Una,2026-05,1070,19,14,1308.4112149532712,0.09789944774427603,mbg_condition_plus_food_vulnerability_proxy,14.67,14.67,73.78,5.0,Tahan,0.3082696506550219,0.30051186291908305,1070,39.25233644859813,38.3177570093458,56.31578947368421,0.45724285276849297,0.22539596014706867,0.5009342169398556,0.37111304853240334,0.2918448415022795,0,0,1,higher-data,0.75
70900,Sumatera Utara,Kab. Tapanuli Tengah,2026-05,3746,10,32,854.2445274959957,0.09239525103431781,mbg_condition_plus_food_vulnerability_proxy,11.03,11.03,73.81,5.0,Tahan,0.3078602620087336,0.7381077799284579,3746,0.2669514148424986,0.2669514148424986,374.6,0.49722751752240346,0.24541967565547368,0.483653736293306,0.2653298459750072,0.2915286902297584,0,0,0,higher-data,0.75
141300,Kalimantan Tengah,Kab. Barito Timur,2026-05,0,6,5,0.0,0.062268013100436725,mbg_condition_plus_food_vulnerability_proxy,6.1,6.1,81.16,6.0,Sangat Tahan,0.20756004366812242,0.57347879054882,0,0.0,0.0,0.0,0.13495156743700787,0.16167000414958516,0.7247779387223272,0.1220575414123801,0.29148286873865714,0,0,0,higher-data,0.75
340500,Kalimantan Utara,Kab. Nunukan,2026-05,0,14,15,0.0,0.07192958515283844,mbg_condition_plus_food_vulnerability_proxy,5.27,5.27,78.8,6.0,Sangat Tahan,0.23976528384279483,0.6738283678670767,0,0.0,0.0,0.0,0.2128773234255738,0.17927980033093227,0.6725615454382551,0.09793664632374308,0.2896507132735315,0,0,0,higher-data,0.75
86300,Sumatera Barat,Kota Sawahlunto,2026-05,148,1,3,2027.027027027027,0.05289301310043669,mbg_condition_plus_food_vulnerability_proxy,,8.71,83.45,6.0,Sangat Tahan,0.1763100436681223,0.7635949675567895,148,0.0,0.0,148.0,0.2190821564685015,0.18382038056877786,0.6711207778657579,0.1979075850043592,0.28942064391371014,0,0,0,lower-data,0.5
266000,Bengkulu,Kota Bengkulu,2026-05,68,15,46,67647.05882352941,0.09273473270805581,mbg_condition_plus_food_vulnerability_proxy,11.91,11.91,78.72,6.0,Sangat Tahan,0.24085698689956336,0.5703232192515943,68,147.05882352941177,147.05882352941177,4.533333333333333,0.39803031567277797,0.21715795977524327,0.5450636060029711,0.29090380703283925,0.28904618734598053,0,0,0,higher-data,0.75
290400,Kepulauan Bangka Belitung,Kab. Bangka Barat,2026-05,8172,28,16,195.79050416054824,0.15314727990023438,mbg_condition_plus_food_vulnerability_proxy,2.92,2.92,60.25,4.0,Agak Tahan,0.4929039301310044,0.45945259488341395,8172,37.934410181106216,37.81204111600588,291.85714285714283,0.5491982184558389,0.24401602713051362,0.43744679485510446,0.029642545771578026,0.28896304431496644,0,0,0,higher-data,0.75
111200,Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,2026-05,0,15,12,0.0,0.07197052401746724,mbg_condition_plus_food_vulnerability_proxy,9.27,9.27,78.79,6.0,Sangat Tahan,0.23990174672489084,0.33332333369652245,0,0.0,0.0,0.0,0.20836562099005074,0.16853089063060384,0.6671619054661101,0.21418192385934318,0.2887539643813468,0,0,0,higher-data,0.75
76600,Sumatera Utara,Kota Padang Sidempuan,2026-05,8328,15,19,228.1460134486071,0.10559497826592422,mbg_condition_plus_food_vulnerability_proxy,,8.71,71.32,6.0,Sangat Tahan,0.3418395196506552,0.7381077799284579,8328,21.853986551392893,21.853986551392893,555.2,0.5244829288484354,0.24636991512604733,0.4608809709522607,0.1979075850043592,0.28713791580834647,0,0,0,lower-data,0.5
116200,Sumatera Selatan,Kota Lubuk Linggau,2026-05,2746,15,38,1383.8310269482884,0.124276908819197,mbg_condition_plus_food_vulnerability_proxy,,8.71,66.1,5.0,Tahan,0.41307314410480367,0.33332333369652245,2746,2.5491624180626364,2.5491624180626364,183.06666666666666,0.5131883943241075,0.23210674536536366,0.45831098076203663,0.1979075850043592,0.28704159653366884,0,0,0,lower-data,0.5
