sample_id,platform,timestamp,year_month,source_type,human_label,weak_label,clean_text,masked_text_excerpt,text_length_tokens,suspicious_term_count,benign_term_count,entity_count,entity_type_count,domain_count,handle_count,payment_count,phone_count,report_channel_score,text_risk_score,gambling_terms,payment_terms,promotion_terms,urgency_terms,contact_terms,benign_terms,cluster_id
demo_0089,comment,2025-08-30,2025-08,manual_report,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan dahliaoa.invalid,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan [DOMAIN],13,1,1,1,1,1,0,0,0,1.0,0.53743,0,0,0,0,1,1,C295
demo_0090,image_ocr,2026-03-07,2026-03,manual_report,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C041
demo_0091,forum,2025-08-04,2025-08,public_post,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,1.0,0.450166,0,0,0,0,1,2,C042
demo_0092,forum,2025-07-20,2025-07,manual_report,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @intan_reviewo9,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE]",14,2,0,1,1,0,1,0,0,1.0,0.664482,0,0,1,1,0,0,C295
demo_0093,forum,2025-05-08,2025-05,platform_export,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan alphaoi.invalid,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan [DOMAIN],13,0,2,1,1,1,0,0,0,0.0,0.413382,0,0,0,0,0,2,C295
demo_0094,comment,2025-12-07,2025-12,public_post,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,1.0,0.450166,0,0,0,0,1,2,C043
demo_0095,image_ocr,2025-04-02,2025-04,public_post,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @alpha_reviewoi kanal alphaoi.invalid,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak [HANDLE] kanal [DOMAIN],16,4,0,2,2,1,1,0,0,1.0,0.768525,0,1,1,0,2,0,C295
demo_0096,forum,2025-11-14,2025-11,manual_report,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,1.0,0.450166,0,0,0,0,1,2,C044
demo_0097,comment,2025-04-22,2025-04,public_post,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,0.0,0.44193,0,0,0,0,0,1,C045
demo_0098,comment,2025-04-11,2025-04,ocr_snapshot,promotional,1,komentar berulang menyebut bravoo2.invalid dengan ajakan promo malam ini mirror dahliaoa.invalid admin @dahlia_reviewoa,komentar berulang menyebut [DOMAIN] dengan ajakan promo malam ini mirror [DOMAIN] admin [HANDLE],13,4,0,3,2,2,1,0,0,1.0,0.765547,0,0,1,1,2,0,C295
demo_0099,bio_text,2025-09-05,2025-09,platform_export,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C046
demo_0100,short_video,2025-06-05,2025-06,platform_export,promotional,1,info maxwin qris cepat via admin @varuna_review2i cek domain varuna2i.invalid mirror bravoo2.invalid admin @bravo_reviewo2,"info maxwin [PAYMENT] via admin [HANDLE], cek domain [DOMAIN] mirror [DOMAIN] admin [HANDLE]",14,4,0,5,3,2,2,1,0,0.0,0.829676,1,1,0,0,2,0,C295
demo_0101,public_report,2025-09-24,2025-09,ocr_snapshot,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C047
demo_0102,image_ocr,2025-12-09,2025-12,public_post,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @elang_reviewos kanal elangos.invalid,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak [HANDLE] kanal [DOMAIN],16,4,0,2,2,1,1,0,0,1.0,0.768525,0,1,1,0,2,0,C295
demo_0103,comment,2025-03-03,2025-03,platform_export,benign,0,diskusi sekolah tentang cara menjaga ruang digital produktif,diskusi sekolah tentang cara menjaga ruang digital produktif,8,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C048
demo_0104,bio_text,2025-10-18,2025-10,platform_export,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @merapi_reviewie,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak [HANDLE],11,2,1,1,1,0,1,0,0,1.0,0.671873,1,0,1,0,0,1,C295
demo_0105,short_video,2025-02-01,2025-02,public_post,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,0.0,0.475021,0,0,0,0,1,1,C049
demo_0106,image_ocr,2025-04-03,2025-04,manual_report,suspicious,1,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @alpha_reviewoi kanal alphaoi.invalid,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak [HANDLE] kanal [DOMAIN],14,1,0,2,2,1,1,0,0,1.0,0.689974,1,0,0,0,0,0,C295
demo_0107,image_ocr,2025-04-18,2025-04,manual_report,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kanal bravoo2.invalid,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kanal [DOMAIN]",14,2,0,1,1,1,0,0,0,0.0,0.634136,0,0,1,1,0,0,C295
demo_0108,bio_text,2025-05-08,2025-05,public_post,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,9,2,1,0,0,0,0,0,0,1.0,0.645656,1,0,1,0,0,1,C050
demo_0109,bio_text,2025-06-07,2025-06,manual_report,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal lintasi2.invalid,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal [DOMAIN],14,4,0,1,1,1,0,0,0,1.0,0.747124,0,1,1,0,2,0,C295
demo_0110,public_report,2025-12-17,2025-12,manual_report,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C051
demo_0111,bio_text,2025-07-17,2025-07,ocr_snapshot,suspicious,1,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak @merapi_reviewie,caption berisi istilah scatter tapi juga membahas bahaya judi online kontak [HANDLE],12,1,0,1,1,0,1,0,0,1.0,0.664482,1,0,0,0,0,0,C295
demo_0112,comment,2026-04-17,2026-04,ocr_snapshot,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C052
demo_0113,comment,2026-04-23,2026-04,ocr_snapshot,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @fajar_reviewo6 kanal fajaro6.invalid,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE] kanal [DOMAIN]",16,2,0,2,2,1,1,0,0,0.0,0.660756,0,0,1,1,0,0,C295
demo_0114,public_report,2025-10-28,2025-10,ocr_snapshot,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan intano9.invalid,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan [DOMAIN],14,1,2,1,1,1,0,0,0,0.0,0.446044,0,0,0,0,1,2,C295
demo_0115,forum,2025-01-04,2025-01,platform_export,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,0.0,0.44193,0,0,0,0,0,1,C053
demo_0116,short_video,2025-02-21,2025-02,manual_report,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,0.0,0.385406,0,0,0,0,0,2,C054
demo_0117,forum,2025-10-22,2025-10,platform_export,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @kartika_reviewii,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak [HANDLE],11,2,1,1,1,0,1,0,0,0.0,0.641834,1,0,1,0,0,1,C295
demo_0118,public_report,2025-05-11,2025-05,manual_report,promotional,1,komentar berulang menyebut jayakartaio.invalid dengan ajakan link bio,komentar berulang menyebut [DOMAIN] dengan ajakan link bio,8,1,0,1,1,1,0,0,0,1.0,0.626368,0,0,1,0,0,0,C295
demo_0119,forum,2025-10-03,2025-10,ocr_snapshot,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @cendana_reviewoe,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE]",14,2,0,1,1,0,1,0,0,1.0,0.664482,0,0,1,1,0,0,C295
demo_0120,forum,2026-02-04,2026-02,platform_export,promotional,1,ocr tangkapan layar memuat maxwin deposit kecil dan kontak o8xx-xxx-ioot,"ocr tangkapan layar memuat maxwin, deposit kecil, dan kontak [PHONE]",10,3,0,1,1,0,0,0,1,0.0,0.759511,1,2,0,0,0,0,C295
demo_0121,comment,2026-03-11,2026-03,public_post,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C055
demo_0122,image_ocr,2026-02-20,2026-02,manual_report,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @dahlia_reviewoa,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE]",14,2,0,1,1,0,1,0,0,1.0,0.664482,0,0,1,1,0,0,C295
demo_0123,image_ocr,2025-06-09,2025-06,ocr_snapshot,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,0.0,0.44193,0,0,0,0,0,1,C056
demo_0124,image_ocr,2025-04-12,2025-04,ocr_snapshot,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,0.0,0.41743,0,0,0,0,1,2,C057
demo_0125,comment,2025-10-05,2025-10,platform_export,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",12,2,0,0,0,0,0,0,0,0.0,0.606669,0,0,1,1,0,0,C058
demo_0126,short_video,2025-09-14,2025-09,platform_export,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak @elang_reviewos,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kontak [HANDLE],14,4,0,1,1,0,1,0,0,0.0,0.721115,0,1,1,0,2,0,C295
demo_0127,bio_text,2025-09-17,2025-09,public_post,benign,0,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,kelas keamanan siber membahas pelaporan konten ilegal melalui kanal resmi,10,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C059
demo_0128,public_report,2025-12-24,2025-12,platform_export,promotional,1,info slot wd harian via admin @fajar_reviewo6 cek domain fajaro6.invalid,"info slot wd harian via admin [HANDLE], cek domain [DOMAIN]",10,4,0,2,2,1,1,0,0,1.0,0.796841,1,1,0,0,2,0,C295
demo_0129,comment,2025-04-19,2025-04,manual_report,promotional,1,info slot wd harian via admin @elang_reviewos cek domain elangos.invalid mirror intano9.invalid admin @intan_reviewo9,"info slot wd harian via admin [HANDLE], cek domain [DOMAIN] mirror [DOMAIN] admin [HANDLE]",14,4,0,4,2,2,2,0,0,1.0,0.832018,1,1,0,0,2,0,C295
demo_0130,bio_text,2026-03-10,2026-03,public_post,promotional,1,komentar berulang menyebut purnamai6.invalid dengan ajakan buruan klaim,komentar berulang menyebut [DOMAIN] dengan ajakan buruan klaim,8,2,0,1,1,1,0,0,0,1.0,0.664482,0,0,1,1,0,0,C295
demo_0131,comment,2025-01-10,2025-01,manual_report,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,0.0,0.475021,0,0,0,0,1,1,C060
demo_0132,forum,2025-03-19,2025-03,ocr_snapshot,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @bravo_reviewo2,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE]",14,2,0,1,1,0,1,0,0,1.0,0.664482,0,0,1,1,0,0,C295
demo_0133,public_report,2025-06-19,2025-06,manual_report,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual",12,2,0,0,0,0,0,0,0,1.0,0.637994,0,0,1,1,0,0,C061
demo_0134,comment,2026-02-07,2026-02,public_post,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,1.0,0.450166,0,0,0,0,1,2,C062
demo_0135,forum,2025-12-31,2025-12,ocr_snapshot,promotional,1,akun baru diarahkan ke waringin22.invalid lalu chat @waringin_review22 untuk bonus member baru,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk bonus member baru,12,3,0,2,2,1,1,0,0,1.0,0.743962,0,1,1,0,1,0,C295
demo_0136,bio_text,2025-01-01,2025-01,platform_export,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak @varuna_review2i,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kontak [HANDLE],11,2,1,1,1,0,1,0,0,0.0,0.641834,1,0,1,0,0,1,C295
demo_0137,comment,2026-04-15,2026-04,public_post,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan halimuno8.invalid,artikel edukasi dampak sosial ekonomi judi online bagi remaja contoh tautan disamarkan [DOMAIN],13,0,1,1,1,1,0,0,0,1.0,0.504167,0,0,0,0,0,1,C295
demo_0138,bio_text,2026-03-09,2026-03,manual_report,promotional,1,maxwin sedang ramai pola malam ini dibagikan di @fajar_reviewo6 pembayaran qris-fajar-o6,"maxwin sedang ramai, pola malam ini dibagikan di [HANDLE], pembayaran [PAYMENT]",11,4,0,2,2,0,1,1,0,1.0,0.845535,2,1,0,1,0,0,C295
demo_0139,image_ocr,2025-07-02,2025-07,platform_export,promotional,1,akun baru diarahkan ke bravoo2.invalid lalu chat @bravo_reviewo2 untuk wd harian,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk wd harian,11,1,0,2,2,1,1,0,0,1.0,0.660756,0,1,0,0,0,0,C295
demo_0140,public_report,2025-07-02,2025-07,manual_report,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal,9,2,1,0,0,0,0,0,0,1.0,0.645656,1,0,1,0,0,1,C063
demo_0141,image_ocr,2025-06-24,2025-06,public_post,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,0.0,0.41743,0,0,0,0,1,2,C064
demo_0142,bio_text,2025-04-02,2025-04,public_post,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C065
demo_0143,public_report,2025-07-03,2025-07,ocr_snapshot,promotional,1,akun baru diarahkan ke waringin22.invalid lalu chat @waringin_review22 untuk deposit kecil mirror elangos.invalid admin @elang_reviewos,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk deposit kecil mirror [DOMAIN] admin [HANDLE],15,5,0,4,2,2,2,0,0,1.0,0.832018,0,2,0,0,3,0,C295
demo_0144,short_video,2026-04-05,2026-04,platform_export,promotional,1,ocr tangkapan layar memuat togel qris cepat dan kontak o8xx-xxx-iooi,"ocr tangkapan layar memuat togel, [PAYMENT], dan kontak [PHONE]",10,2,0,2,2,0,0,1,1,1.0,0.75026,1,1,0,0,0,0,C295
demo_0145,forum,2025-09-17,2025-09,ocr_snapshot,promotional,1,akun baru diarahkan ke halimuno8.invalid lalu chat @halimun_reviewo8 untuk bonus member baru,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk bonus member baru,12,2,0,2,2,1,1,0,0,1.0,0.717751,0,1,1,0,0,0,C295
demo_0146,bio_text,2025-09-11,2025-09,manual_report,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C066
demo_0147,image_ocr,2025-02-13,2025-02,public_post,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,1.0,0.450166,0,0,0,0,1,2,C067
demo_0148,image_ocr,2025-03-06,2025-03,manual_report,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan bravoo2.invalid,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan [DOMAIN],14,1,2,1,1,1,0,0,0,1.0,0.479179,0,0,0,0,1,2,C295
demo_0149,forum,2025-02-02,2025-02,manual_report,suspicious,1,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kanal cendanaoe.invalid,unggahan edukasi menampilkan contoh tersensor dari pola promosi ilegal kanal [DOMAIN],11,2,1,1,1,1,0,0,0,0.0,0.641834,1,0,1,0,0,1,C295
demo_0150,image_ocr,2025-01-22,2025-01,manual_report,promotional,1,info rtp tinggi qris cepat via admin @fajar_reviewo6 cek domain fajaro6.invalid,"info rtp tinggi [PAYMENT] via admin [HANDLE], cek domain [DOMAIN]",11,4,0,3,3,1,1,1,0,1.0,0.815076,1,1,0,0,2,0,C295
demo_0151,image_ocr,2025-09-24,2025-09,platform_export,suspicious,1,caption berisi istilah scatter tapi juga membahas bahaya judi online kanal tanjungi9.invalid,caption berisi istilah scatter tapi juga membahas bahaya judi online kanal [DOMAIN],12,1,0,1,1,1,0,0,0,1.0,0.664482,1,0,0,0,0,0,C295
demo_0152,image_ocr,2025-08-19,2025-08,manual_report,promotional,1,akun baru diarahkan ke galaksiot.invalid lalu chat @galaksi_reviewot untuk wd harian,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk wd harian,11,1,0,2,2,1,1,0,0,1.0,0.660756,0,1,0,0,0,0,C295
demo_0153,image_ocr,2026-01-31,2026-01,ocr_snapshot,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan dahliaoa.invalid,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan [DOMAIN],13,1,1,1,1,1,0,0,0,1.0,0.53743,0,0,0,0,1,1,C295
demo_0154,public_report,2025-09-25,2025-09,ocr_snapshot,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan elangos.invalid,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan [DOMAIN],14,1,2,1,1,1,0,0,0,1.0,0.479179,0,0,0,0,1,2,C295
demo_0155,image_ocr,2025-01-04,2025-01,ocr_snapshot,suspicious,1,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal lintasi2.invalid,komentar singkat berisi ajakan dm admin dan klaim bonus tanpa tautan jelas kanal [DOMAIN],14,4,0,1,1,1,0,0,0,1.0,0.747124,0,1,1,0,2,0,C295
demo_0156,short_video,2025-05-28,2025-05,platform_export,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan dahliaoa.invalid,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan [DOMAIN],13,0,2,1,1,1,0,0,0,1.0,0.446044,0,0,0,0,0,2,C295
demo_0157,short_video,2025-11-10,2025-11,ocr_snapshot,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C068
demo_0158,short_video,2025-01-14,2025-01,public_post,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan fajaro6.invalid,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang contoh tautan disamarkan [DOMAIN],13,0,2,1,1,1,0,0,0,1.0,0.446044,0,0,0,0,0,2,C295
demo_0159,forum,2025-05-11,2025-05,manual_report,promotional,1,info togel deposit kecil via admin @fajar_reviewo6 cek domain fajaro6.invalid,"info togel deposit kecil via admin [HANDLE], cek domain [DOMAIN]",10,5,0,2,2,1,1,0,0,1.0,0.841131,1,2,0,0,2,0,C295
demo_0160,forum,2025-10-19,2025-10,public_post,benign,0,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,turnamen e-sport komunitas tanpa taruhan dan tanpa transaksi uang,9,0,2,0,0,0,0,0,0,1.0,0.41743,0,0,0,0,0,2,C069
demo_0161,image_ocr,2025-06-16,2025-06,manual_report,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @halimun_reviewo8 kanal halimuno8.invalid,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE] kanal [DOMAIN]",16,2,0,2,2,1,1,0,0,1.0,0.689974,0,0,1,1,0,0,C295
demo_0162,comment,2025-12-03,2025-12,platform_export,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan nusantaraia.invalid,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan contoh tautan disamarkan [DOMAIN],13,1,1,1,1,1,0,0,0,1.0,0.53743,0,0,0,0,1,1,C295
demo_0163,image_ocr,2025-03-10,2025-03,ocr_snapshot,benign,0,diskusi sekolah tentang cara menjaga ruang digital produktif,diskusi sekolah tentang cara menjaga ruang digital produktif,8,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C070
demo_0164,image_ocr,2025-07-11,2025-07,public_post,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga,kampanye literasi digital anti judi online untuk siswa dan keluarga,10,1,2,0,0,0,0,0,0,1.0,0.450166,0,0,0,0,1,2,C071
demo_0165,comment,2026-03-20,2026-03,manual_report,suspicious,1,caption berisi istilah scatter tapi juga membahas bahaya judi online,caption berisi istilah scatter tapi juga membahas bahaya judi online,10,1,0,0,0,0,0,0,0,1.0,0.637994,1,0,0,0,0,0,C072
demo_0166,bio_text,2025-03-17,2025-03,manual_report,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan elangos.invalid,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan [DOMAIN],14,1,2,1,1,1,0,0,0,1.0,0.479179,0,0,0,0,1,2,C295
demo_0167,public_report,2025-06-19,2025-06,ocr_snapshot,suspicious,1,bio akun menyebut cuan cepat dan link bio konteks perlu ditinjau manual kontak @halimun_reviewo8 kanal halimuno8.invalid,"bio akun menyebut cuan cepat dan link bio, konteks perlu ditinjau manual kontak [HANDLE] kanal [DOMAIN]",16,2,0,2,2,1,1,0,0,1.0,0.689974,0,0,1,1,0,0,C295
demo_0168,bio_text,2026-02-10,2026-02,public_post,promotional,1,ocr tangkapan layar memuat maxwin wd harian dan kontak o8xx-xxx-ioia mirror purnamai6.invalid admin @purnama_reviewi6,"ocr tangkapan layar memuat maxwin, wd harian, dan kontak [PHONE]mirror [DOMAIN] admin [HANDLE]",14,4,0,3,3,1,1,0,1,1.0,0.815076,1,1,0,0,2,0,C295
demo_0169,comment,2026-01-04,2026-01,manual_report,promotional,1,akun baru diarahkan ke alphaoi.invalid lalu chat @alpha_reviewoi untuk bonus member baru mirror dahliaoa.invalid admin @dahlia_reviewoa,akun baru diarahkan ke [DOMAIN] lalu chat [HANDLE] untuk bonus member baru mirror [DOMAIN] admin [HANDLE],16,4,0,4,2,2,2,0,0,1.0,0.80742,0,1,1,0,2,0,C295
demo_0170,comment,2025-10-29,2025-10,public_post,benign,0,artikel edukasi dampak sosial ekonomi judi online bagi remaja,artikel edukasi dampak sosial ekonomi judi online bagi remaja,9,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C073
demo_0171,short_video,2025-03-10,2025-03,manual_report,promotional,1,ocr tangkapan layar memuat maxwin deposit kecil dan kontak o8xx-xxx-ioii,"ocr tangkapan layar memuat maxwin, deposit kecil, dan kontak [PHONE]",10,3,0,1,1,0,0,0,1,1.0,0.783017,1,2,0,0,0,0,C074
demo_0172,short_video,2025-05-09,2025-05,ocr_snapshot,benign,0,diskusi sekolah tentang cara menjaga ruang digital produktif,diskusi sekolah tentang cara menjaga ruang digital produktif,8,0,1,0,0,0,0,0,0,1.0,0.475021,0,0,0,0,0,1,C075
demo_0173,comment,2026-01-27,2026-01,manual_report,promotional,1,ocr tangkapan layar memuat scatter bonus member baru dan kontak o8xx-xxx-ioos mirror intano9.invalid admin @intan_reviewo9,"ocr tangkapan layar memuat scatter, bonus member baru, dan kontak [PHONE]mirror [DOMAIN] admin [HANDLE]",15,5,0,3,3,1,1,0,1,1.0,0.851953,1,1,1,0,2,0,C295
demo_0174,comment,2025-01-31,2025-01,manual_report,benign,0,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan elangos.invalid,kampanye literasi digital anti judi online untuk siswa dan keluarga contoh tautan disamarkan [DOMAIN],14,1,2,1,1,1,0,0,0,0.0,0.446044,0,0,0,0,1,2,C295
demo_0175,image_ocr,2025-02-02,2025-02,manual_report,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C076
demo_0176,forum,2025-12-21,2025-12,manual_report,benign,0,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,laporan warga meminta verifikasi konten mencurigakan tanpa menyebarkan tautan,9,1,1,0,0,0,0,0,0,1.0,0.508333,0,0,0,0,1,1,C077
