rank,region_code,province,district,final_priority_score,model_priority_score,reference_priority_score,coverage_gap,nutrition_need,food_vulnerability,socioeconomic_stress,price_stress,sppg_operational_count,mbg_beneficiaries,top_reasons
1,252800,Papua,Kab. Mamberamo Raya,0.706411989037012,0.7055739249565123,0.7079683937579402,0.9234818421642154,0.3,1.0,0.964545190351642,0.5483230932828003,0,3366,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; tekanan sosial-ekonomi tinggi
88,181100,Sulawesi Tengah,Kab. Banggai Laut,0.34165400364115056,0.32276337215574347,0.3767366049711923,0.5158565305865294,0.1836604429651047,0.6067139737991267,0.3141528625399593,0.300511862919083,7,10558,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
89,180200,Sulawesi Tengah,Kab. Donggala,0.3390429796692454,0.3516725808028558,0.3155880061353975,0.5667330584576544,0.1203440339863024,0.3056768558951965,0.3708224353385643,0.300511862919083,22,602,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
90,230800,Nusa Tenggara Barat,Kab. Lombok Utara,0.3334437038162454,0.32276337215574347,0.3532786054714633,0.5294690406917337,0.114796491491548,0.3818231441048035,0.5475152571926765,0.4448131175325173,38,1674,kepadatan SPPG rendah relatif terhadap penerima; tekanan sosial-ekonomi tinggi; gap cakupan dan dukungan tinggi
91,76700,Sumatera Utara,Kota Gunungsitoli,0.333318471923856,0.32276337215574347,0.3529208000646364,0.5520757179147452,0.1238400655021833,0.4128002183406113,0.3472827666376052,0.7381077799284579,17,2618,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
92,60500,Aceh,Kab. Aceh Tengah,0.32451053959502785,0.32276337215574347,0.3277552791251275,0.5181325548575669,0.1183240457837762,0.3724072052401748,0.3019471083987212,0.7407043415714181,25,744,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
93,70800,Sumatera Utara,Kab. Tapanuli Utara,0.3224641080229211,0.3194890676424736,0.3279891830151807,0.5779591263059676,0.2073111808136868,0.2487718340611354,0.1618715489683231,0.7381077799284579,34,106,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
94,270100,Maluku Utara,Kab. Pulau Taliabu,0.3221220746235769,0.2920337933836563,0.3780003112120008,0.5392379049596383,0.207229506789906,0.65625,0.1374600406858471,0.3758300298549407,7,3878,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
95,201600,Sulawesi Tenggara,Kab. Buton Tengah,0.3202383612795552,0.32276337215574347,0.3155490553666342,0.5135361325449509,0.122591303156511,0.3998362445414849,0.3342051729148503,0.2832008256018625,16,2004,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
96,72600,Sumatera Utara,Kab. Labuhanbatu Selatan,0.31746999337447995,0.2920337933836563,0.3647086505002953,0.5372665725375263,0.167627075005785,0.5256550218340611,0.1979075850043592,0.7381077799284579,22,4174,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
97,201400,Sulawesi Tenggara,Kab. Buton Selatan,0.3165602438832099,0.32276337215574347,0.3050401485199333,0.5104889468940863,0.1146790161149217,0.3597161572052402,0.3411798895669863,0.2832008256018625,9,1660,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
98,100100,Jambi,Kab. Batanghari,0.31581408853326626,0.3194890676424736,0.3089891273304526,0.5913571114545065,0.1005452874564366,0.3034934497816595,0.1979075850043592,0.7114834230017475,13,216,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
99,270300,Maluku Utara,Kab. Halmahera Barat,0.3152631287293178,0.2920337933836563,0.358403322942689,0.5291107373844279,0.180005982180367,0.5908842794759825,0.1743679163034001,0.3758300298549407,9,3118,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
100,180600,Sulawesi Tengah,Kab. Tolitoli,0.3151575496102944,0.3194890676424736,0.3071133018362473,0.6614301606356257,0.14486067434545,0.2317139737991267,0.1979075850043592,0.300511862919083,0,146,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
101,131100,Kalimantan Barat,Kab. Melawi,0.30980381632145765,0.2920337933836563,0.3428052874916601,0.5011870856495289,0.1509491387516711,0.5023198689956332,0.2502179598953792,0.53359299465519,21,4400,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
102,90400,Riau,Kab. Indragiri Hulu,0.30396926153193826,0.2920337933836563,0.3261351309501761,0.5225836411228137,0.1537945229020755,0.4866266375545851,0.1142109851787271,0.5440832473204035,31,2734,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
103,370300,Papua Selatan,Kab. Mappi,0.28695750477713877,0.24637068892252448,0.3623330199357082,0.6353149341552798,0.0730120876770237,0.2203875545851529,0.7718686428363848,0.3618449673488329,1,3444,kepadatan SPPG rendah relatif terhadap penerima; tekanan sosial-ekonomi tinggi; gap cakupan dan dukungan tinggi
104,110600,Sumatera Selatan,Kab. Musi Rawas,0.28655503313399133,0.2742328901828526,0.3094390129003919,0.5263657446475957,0.1804812517389343,0.2553220524017469,0.3129904097646033,0.3333233336965224,51,218,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
105,370200,Papua Selatan,Kab. Boven Digoel,0.2806927164564664,0.24637068892252448,0.3444336247337871,0.6867106487668746,0.0661162663755458,0.2203875545851529,0.5829700668410346,0.3618449673488329,1,508,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
106,66000,Aceh,Kota Sabang,0.2799066635685995,0.2508253362883365,0.3339148428033737,0.6222568367769833,0.0926250693002678,0.3079967248908297,0.3153153153153152,0.7407043415714181,3,1232,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
107,241100,Nusa Tenggara Timur,Kab. Manggarai,0.27715948218579534,0.24637068892252448,0.334338669674727,0.6385106518909203,0.0846615720524017,0.2822052401746725,0.4707933740191805,0.3603880469168942,29,238,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
108,300300,Gorontalo,Kab. Pohuwato,0.27291154942685103,0.24637068892252448,0.3222017189348861,0.7260725138625285,0.0600163755458515,0.2000545851528385,0.3876780005812263,0.4303048382090849,8,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
109,71500,Sumatera Utara,Kab. Mandailing Natal,0.27106809976068635,0.250897937670558,0.3085269722137818,0.5516611933370311,0.1057450873362445,0.3524836244541485,0.1746585294972391,0.7381077799284579,33,868,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
110,300200,Gorontalo,Kab. Gorontalo,0.26809122552692377,0.24637068892252448,0.3084293649350939,0.6402928526632365,0.0690638646288209,0.2302128820960699,0.3775065387968613,0.4303048382090849,36,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
111,201300,Sulawesi Tenggara,Kab. Muna Barat,0.26475196069371143,0.24637068892252448,0.298888608268773,0.6601450917669807,0.0708651746724891,0.2362172489082969,0.3176402208660273,0.2832008256018625,14,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
112,390600,Papua Barat Daya,Kota Sorong,0.25995991181312633,0.24637068892252448,0.2851970400385298,0.5895725391113815,0.0661162663755458,0.2203875545851529,0.3385643708224353,0.3960209097769497,17,578,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
113,286200,Banten,Kota Serang,0.25991171564512283,0.22467264763117986,0.3253556990995883,0.6957100739656881,0.0999727074235807,0.3332423580786026,0.1049113629758791,0.6810511389562137,98,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
114,81300,Sumatera Barat,Kab. Pasaman Barat,0.257491856513447,0.24644242505701125,0.2780122292182563,0.543780010894109,0.1214648119411736,0.2109716157205241,0.1278698052891601,0.7635949675567895,14,1362,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
115,260100,Bengkulu,Kab. Bengkulu Utara,0.25343777091261765,0.22467264763117986,0.3068587141495736,0.5755104242547356,0.0972298034934497,0.3240993449781659,0.2374309793664632,0.5703232192515943,33,458,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
116,66300,Aceh,Kota Langsa,0.2524479620296569,0.22054573774756775,0.3116949499821081,0.6769867956071742,0.075,0.2500000000000001,0.1944202266782911,0.7407043415714181,27,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
117,91100,Riau,Kab. Siak,0.2521001016271637,0.24644242505701125,0.2626072152574468,0.5163746012214363,0.122026979290294,0.263509825327511,0.07265329845975,0.5440832473204035,58,190,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
118,71000,Sumatera Utara,Kab. Tapanuli Selatan,0.2513587956997378,0.22054573774756775,0.3085830461823393,0.6947770579704695,0.0781113537117903,0.2603711790393013,0.1238012205754141,0.7381077799284579,14,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
119,50600,Jawa Timur,Kab. Tuban,0.25087406270142476,0.24637068892252448,0.2592374711479539,0.5974192020886046,0.0430676855895196,0.1435589519650656,0.3554199360650973,0.2556839973338641,153,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
120,110900,Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,0.24982816620195208,0.22054573774756775,0.3042098190458087,0.6737912303612275,0.085971615720524,0.2865720524017467,0.2112757919209531,0.3333233336965224,24,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
121,200900,Sulawesi Tenggara,Kab. Konawe Utara,0.2477079033967566,0.22054573774756775,0.2981519253166788,0.684410450641342,0.0682041484716157,0.2273471615720526,0.2903225806451612,0.2832008256018625,6,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
122,241000,Nusa Tenggara Timur,Kab. Ngada,0.24744545103537802,0.22054573774756775,0.2974020614270257,0.7277681007753697,0.0558815502183406,0.1862718340611354,0.2708514966579483,0.3603880469168942,11,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
123,330600,Sulawesi Barat,Kab. Mamuju Tengah,0.24636570050889323,0.22054573774756775,0.2943170599227834,0.7214562625459944,0.0740174672489082,0.2467248908296943,0.1546062191223481,0.3102193942975158,18,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
124,141300,Kalimantan Tengah,Kab. Barito Timur,0.24537373359444903,0.22054573774756775,0.2914828687386571,0.7247779387223272,0.0622680131004367,0.2075600436681224,0.1220575414123801,0.57347879054882,5,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
125,340500,Kalimantan Utara,Kab. Nunukan,0.24473247918165505,0.22054573774756775,0.2896507132735315,0.6725615454382551,0.0719295851528384,0.2397652838427948,0.097936646323743,0.6738283678670767,15,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
126,86300,Sumatera Barat,Kota Sawahlunto,0.24465195490571756,0.22054573774756775,0.2894206439137101,0.6711207778657579,0.0528930131004366,0.1763100436681223,0.1979075850043592,0.7635949675567895,3,148,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
127,111200,Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,0.24441861706939044,0.22054573774756775,0.2887539643813468,0.6671619054661101,0.0719705240174672,0.2399017467248908,0.2141819238593431,0.3333233336965224,12,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
128,176300,Sulawesi Utara,Kota Kotamobagu,0.24149228412120627,0.22054573774756775,0.2803930131008207,0.7198772514006171,0.0661572052401747,0.220524017467249,0.094158674803836,0.3808014740516021,8,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
129,236100,Nusa Tenggara Barat,Kota Bima,0.2410040053133567,0.22054573774756775,0.278997930792679,0.5853931726398506,0.0853165938864629,0.2843886462882097,0.1578029642545771,0.4448131175325173,25,82,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
130,181200,Sulawesi Tengah,Kab. Morowali Utara,0.2406671418464629,0.22054573774756775,0.278035463744411,0.6508099241702434,0.0627595584229909,0.206877729257642,0.2464399883754722,0.300511862919083,2,200,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
131,80500,Sumatera Barat,Kab. Padang Pariaman,0.24040244998686272,0.22054573774756775,0.2772792012884105,0.6993868722446531,0.0462199781659388,0.1540665938864629,0.1150828247602441,0.7635949675567895,25,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
132,230500,Nusa Tenggara Barat,Kab. Dompu,0.23977769249191686,0.22054573774756775,0.2754941798742795,0.5954906421972893,0.0650417562311406,0.2064683406113538,0.2688172043010752,0.4448131175325173,18,298,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
133,160100,Kalimantan Timur,Kab. Paser,0.2390106760836456,0.22054573774756775,0.2733027044220759,0.5847760340751373,0.0979328694213056,0.2228438864628821,0.1810520197616971,0.4221122269800722,4,1026,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
134,90900,Riau,Kab. Rokan Hulu,0.23841274323714684,0.19186684405721963,0.3248551274284402,0.4476197803507275,0.1535428949384317,0.5115993449781658,0.1979075850043592,0.5440832473204035,54,10234,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; tekanan harga pangan tinggi
135,270500,Maluku Utara,Kab. Halmahera Selatan,0.23777585061008252,0.19186684405721963,0.3230354342082565,0.4314960618238712,0.1842019358552647,0.5960698689956332,0.084568439407149,0.3758300298549407,19,12126,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
136,236000,Nusa Tenggara Barat,Kota Mataram,0.23732603289580098,0.22054573774756775,0.2684894381710913,0.6234137635115896,0.0664028384279476,0.2213427947598253,0.1525719267654751,0.4448131175325173,65,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
137,316100,Kepulauan Riau,Kota Tanjung Pinang,0.23729471409893926,0.22054573774756775,0.2683999558943435,0.7081575377950978,0.0538346069868995,0.1794486899563319,0.1179889566986341,0.3786075500818553,24,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
138,71100,Sumatera Utara,Kab. Nias,0.23723099904228154,0.18911491164067923,0.3265894470738287,0.5384982843161119,0.0991342522379837,0.3269650655021835,0.3664632374309793,0.7381077799284579,14,3732,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
139,330100,Sulawesi Barat,Kab. Mamuju,0.23619371101311612,0.22054573774756775,0.2652542327919917,0.6621575558357972,0.0609989082969432,0.2033296943231441,0.1479221156640511,0.3102193942975158,34,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
140,90100,Riau,Kab. Kampar,0.23550819861477262,0.19186684405721963,0.3165564285073711,0.4605188925842453,0.1570756967866131,0.5005458515283844,0.1275791920953211,0.5440832473204035,117,2934,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
141,200500,Sulawesi Tenggara,Kab. Konawe Selatan,0.23548327645424205,0.22054573774756775,0.2632244197666372,0.6353283670926033,0.0489628820960699,0.1632096069868996,0.2696890438825922,0.2832008256018625,30,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
142,80600,Sumatera Barat,Kab. Pesisir Selatan,0.2352537134746516,0.22054573774756775,0.2625685255392359,0.6561728955055544,0.039546943231441,0.1318231441048036,0.1342632955536181,0.7635949675567895,38,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
143,61800,Aceh,Kab. Gayo Lues,0.23256786925081796,0.18548489124718884,0.320007685543272,0.5470717318287309,0.0819465644463634,0.263509825327511,0.4321418192385933,0.7407043415714181,17,2358,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
144,121200,Lampung,Kab. Tulang Bawang Barat,0.23183870714106686,0.22054573774756775,0.2528113645861366,0.6536760242058774,0.0517057860262009,0.1723526200873364,0.1400755594303981,0.3162695098693987,43,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
145,230400,Nusa Tenggara Barat,Kab. Sumbawa,0.23183767087425397,0.22054573774756775,0.2528084038238141,0.5741797470188384,0.0431905021834061,0.1439683406113538,0.2874164487067712,0.4448131175325173,26,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
146,32200,Jawa Tengah,Kab. Semarang,0.23152538101373024,0.22054573774756775,0.2519161470794606,0.613417335316545,0.0442139737991266,0.1473799126637556,0.1278698052891601,0.6886093818900983,131,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
147,110800,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,0.23072281689796537,0.22054573774756775,0.2496231067487038,0.6240048084122745,0.0458515283842794,0.1528384279475982,0.2022667829119441,0.3333233336965224,58,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
148,346000,Kalimantan Utara,Kota Tarakan,0.23045962023486086,0.22054573774756775,0.2488711162826909,0.6589691446714149,0.0361899563318777,0.1206331877729257,0.090961929671607,0.6738283678670767,24,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
149,290300,Kepulauan Bangka Belitung,Kab. Bangka Tengah,0.230450823002433,0.19186684405721963,0.3021067839006864,0.4302350405920325,0.1497864614838529,0.4911299126637554,0.1394943330427201,0.4594525948834139,15,11834,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
150,170200,Sulawesi Utara,Kab. Minahasa,0.2303800530394457,0.22054573774756775,0.2486437814386476,0.5699880159760407,0.0686135371179039,0.2287117903930131,0.1156640511479221,0.3808014740516021,27,188,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
151,91500,Riau,Kab. Kepulauan Meranti,0.22998887289933978,0.18215693941903907,0.3188196065056126,0.4135432469032175,0.109351661783924,0.3441593886462881,0.5408311537343796,0.5440832473204035,23,14284,kepadatan SPPG rendah relatif terhadap penerima; tekanan sosial-ekonomi tinggi; tekanan harga pangan tinggi
152,150200,Kalimantan Selatan,Kab. Tanah Laut,0.22983346450496545,0.22054573774756775,0.2470820999115612,0.560119683296567,0.0646015283842794,0.2153384279475982,0.03196745132229,0.7315768173011702,19,134,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
153,56600,Jawa Timur,Kota Pasuruan,0.22860413564281526,0.22054573774756775,0.2435697317339892,0.6452348208633812,0.0499863537117904,0.1666211790393014,0.124382446963092,0.2556839973338641,23,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
154,290600,Kepulauan Bangka Belitung,Kab. Belitung Timur,0.22825079728799827,0.19186684405721963,0.2958209961451586,0.4348355801722399,0.1414540382302738,0.4687499999999999,0.1392037198488811,0.4594525948834139,11,9116,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
155,52000,Jawa Timur,Kab. Probolinggo,0.22735165175069744,0.18548489124718884,0.3051042069714991,0.5492522147378145,0.0906795851528384,0.3022652838427948,0.4187736123219993,0.2556839973338641,113,254,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
156,276100,Maluku Utara,Kota Tidore Kepulauan,0.22731255801568054,0.19186684405721963,0.2931403125099651,0.4787336167182404,0.1369958682113557,0.4324508733624453,0.1348445219412961,0.3758300298549407,9,1890,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
157,290200,Kepulauan Bangka Belitung,Kab. Belitung,0.22722443421801772,0.19186684405721963,0.2928885302309285,0.4329014565695447,0.14006611511243,0.4643831877729257,0.1319383900029061,0.4594525948834139,14,13836,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
158,290400,Kepulauan Bangka Belitung,Kab. Bangka Barat,0.225850514147431,0.19186684405721963,0.2889630443149664,0.4374467948551044,0.1531472799002343,0.4929039301310044,0.029642545771578,0.4594525948834139,16,8172,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
159,116200,Sumatera Selatan,Kota Lubuk Linggau,0.2251780074239768,0.19186684405721963,0.2870415965336688,0.4583109807620366,0.124276908819197,0.4130731441048036,0.1979075850043592,0.3333233336965224,38,2746,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
160,180900,Sulawesi Tengah,Kab. Tojo Una Una,0.22507038709223934,0.18911491164067923,0.2918448415022795,0.5009342169398556,0.097899447744276,0.3082696506550219,0.3711130485324033,0.300511862919083,14,1070,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
161,306000,Gorontalo,Kota Gorontalo,0.22488271167241614,0.22054573774756775,0.2329370918185631,0.6219075253258144,0.0404066593886463,0.134688864628821,0.099099099099099,0.4303048382090849,20,0,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
162,180100,Sulawesi Tengah,Kab. Banggai Kepulauan,0.22459522659731765,0.19186684405721963,0.2853765084574997,0.4097446945284014,0.1273917370900367,0.4076146288209608,0.2786980528916012,0.300511862919083,12,10814,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; kerentanan pangan struktural tinggi
163,76100,Sumatera Utara,Kota Binjai,0.22440661054880823,0.22054573774756775,0.2315768028939691,0.5940032274408072,0.0333651746724891,0.1112172489082969,0.081662307468759,0.7381077799284579,42,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
164,210100,Maluku,Kab. Maluku Tengah,0.22437390941133595,0.18215693941903907,0.3027768536827445,0.4849487537110883,0.1003601460862974,0.3336517467248908,0.4303981400755594,0.3024708753691258,26,2440,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
165,86500,Sumatera Barat,Kota Payakumbuh,0.2231695578541005,0.22054573774756775,0.2280423666233756,0.5890630183349351,0.0288209606986899,0.0960698689956333,0.088637024120895,0.7635949675567895,24,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
166,90500,Riau,Kab. Indragiri Hilir,0.22307669827954407,0.19186684405721963,0.2810378561210038,0.4923169667376316,0.1245082688160833,0.3694050218340612,0.088637024120895,0.5440832473204035,40,1404,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan harga pangan tinggi
167,36200,Jawa Tengah,Kota Salatiga,0.22231838370103804,0.22054573774756775,0.2256104404717686,0.6410399372483557,0.0205513100436681,0.0685043668122271,0.06684103458297,0.6886093818900983,29,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
168,270400,Maluku Utara,Kab. halmahera Utara,0.2198524768162088,0.19186684405721963,0.2718257947971887,0.3920619990853434,0.1470346317283924,0.4643831877729257,0.071200232490555,0.3758300298549407,20,8532,kepadatan SPPG rendah relatif terhadap penerima; kerentanan pangan struktural tinggi; gap cakupan dan dukungan tinggi
169,91000,Riau,Kab. Rokan Hilir,0.21969005261862795,0.19186684405721963,0.2713617256612434,0.4195000075385154,0.1164364106727844,0.3780021834061136,0.1528625399593141,0.5440832473204035,73,7018,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
170,60300,Aceh,Kab. Aceh Utara,0.21928923447008938,0.17863105439836274,0.2947972831747246,0.4513882455362989,0.1098671913950447,0.2626910480349345,0.3594885207788433,0.7407043415714181,79,2198,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
171,286300,Banten,Kota Tangerang Selatan,0.21805693161544326,0.22054573774756775,0.2134348630843549,0.5807919652062621,0.0315229257641921,0.1050764192139738,0.014240046498111,0.6810511389562137,124,0,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
172,90200,Riau,Kab. Bengkalis,0.21617546025022993,0.19186684405721963,0.2613200331801062,0.3378702090914233,0.1367342922625477,0.4178493449781659,0.1214763150247021,0.5440832473204035,91,15484,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; kerentanan pangan struktural tinggi
173,131300,Kalimantan Barat,Kab. Kubu Raya,0.21575480843322464,0.19186684405721963,0.2601181708458054,0.4343132291000804,0.1165050936788353,0.3748635371179039,0.060738157512351,0.53359299465519,73,2278,kepadatan SPPG rendah relatif terhadap penerima; tekanan harga pangan tinggi; gap cakupan dan dukungan tinggi
174,110500,Sumatera Selatan,Kab. Lahat,0.21477993501665693,0.17863105439836274,0.2819135704506318,0.4205160787077162,0.1454793254358693,0.2890283842794761,0.3426329555361813,0.3333233336965224,15,2962,kepadatan SPPG rendah relatif terhadap penerima; gap cakupan dan dukungan tinggi; tekanan sosial-ekonomi tinggi
